companyId,candidateId,score
1,1756,5
1,733,10
1,2268,5
1,1755,9
1,224,2
1,1247,5
1,3813,5
1,742,3
1,4837,10
1,1768,4
1,2278,2
1,1258,10
1,4331,1
1,234,4
1,237,3
1,3310,10
1,2799,5
1,751,7
1,3824,3
1,4848,1
1,1265,5
1,756,7
1,3316,1
1,758,1
1,3831,6
1,1775,9
1,3326,7
1,3843,1
1,1803,6
1,2828,6
1,2318,6
1,1295,6
1,3856,1
1,272,2
1,3861,6
1,1302,3
1,2839,4
1,3821,4
1,3867,6
1,2331,6
1,1309,10
1,797,10
1,289,7
1,4387,5
1,3365,3
1,1318,3
1,4904,7
1,4395,9
1,1838,4
1,3889,10
1,4407,6
1,4920,2
1,1336,1
1,2871,4
1,4924,7
1,4413,10
1,2877,10
1,2880,9
1,2369,4
1,4930,8
1,833,8
1,3908,3
1,3909,8
1,1346,6
1,3905,10
1,3912,6
1,1864,1
1,4418,2
1,4428,8
1,3916,6
1,1868,3
1,2384,10
1,4433,3
1,4438,8
1,3416,9
1,345,4
1,860,6
1,1373,8
1,2911,4
1,2404,4
1,2918,6
1,3434,1
1,4982,9
1,4471,3
1,4475,6
1,1916,4
1,2946,3
1,2435,4
1,902,7
1,1424,2
1,4497,3
1,2961,4
1,4502,8
1,4503,7
1,2968,6
1,1954,10
1,3493,2
1,1962,4
1,3500,8
1,947,3
1,4535,6
1,2489,2
1,4026,1
1,445,8
1,3005,2
1,4545,8
1,3521,5
1,3527,9
1,971,5
1,2509,10
1,1487,1
1,3024,8
1,3023,1
1,4052,9
1,4057,1
1,2012,1
1,2013,10
1,993,10
1,3553,1
1,1505,8
1,2017,6
1,4069,4
1,3043,6
1,2531,10
1,3561,9
1,505,1
1,493,6
1,2545,7
1,1011,7
1,1012,5
1,504,2
1,2041,4
1,3066,6
1,1020,10
2,2056,7
2,2059,1
2,17,6
2,530,2
2,3091,8
2,4114,7
2,4116,8
2,1046,8
2,2583,10
2,2581,2
2,1565,1
2,3614,9
2,544,3
2,3620,5
2,2086,8
2,552,8
2,2094,4
2,3648,3
2,72,1
2,3144,7
2,4684,3
2,3663,4
2,3674,4
2,2662,8
2,2160,1
2,4725,8
2,2684,7
2,3711,3
2,2179,4
2,3207,10
2,652,8
2,2715,5
2,3229,4
2,4776,6
2,174,3
2,3765,3
2,2742,5
2,4790,9
2,1211,3
2,3260,2
2,3266,10
2,708,2
2,3781,5
2,3783,10
2,2257,3
2,4823,4
2,3288,10
2,3289,6
2,2267,2
2,3804,10
2,1249,1
2,1761,8
2,1252,10
2,2789,10
2,1764,10
2,1253,2
2,3820,1
2,1263,5
2,2799,2
2,1269,10
2,1783,2
2,3322,4
2,4875,7
2,1813,6
2,2326,4
2,4377,3
2,3355,1
2,4379,5
2,2845,6
2,283,5
2,285,9
2,2333,8
2,1315,6
2,1316,5
2,2854,10
2,1835,9
2,3884,10
2,4909,6
2,4402,4
2,1338,1
2,4421,6
2,4934,3
2,3917,4
2,1362,2
2,3415,3
2,4952,3
2,2908,10
2,1373,3
2,3934,9
2,1888,8
2,4963,2
2,4964,2
2,2410,4
2,2415,3
2,1392,2
2,1395,10
2,4468,5
2,376,8
2,3961,6
2,4474,2
2,3963,6
2,2427,3
2,4988,7
2,2429,7
2,1407,5
2,2433,3
2,2970,2
2,2463,8
2,927,2
2,4007,10
2,1451,7
2,2992,10
2,1457,2
2,3011,7
2,2505,10
2,3537,3
2,3543,5
2,2522,10
2,4582,6
2,2536,7
2,504,10
2,3053,1
2,496,5
2,1014,6
2,503,3
2,4598,7
4,0,3
4,3201,3
4,3972,6
4,4745,2
4,1805,10
4,4622,2
4,529,7
4,4242,3
4,1048,8
4,157,10
4,1184,8
4,802,8
4,39,4
4,42,5
4,1323,7
4,1836,5
4,2222,4
4,1583,8
4,4526,7
4,2997,7
4,2747,1
4,4801,7
4,1602,2
4,2755,10
4,1729,1
4,4421,1
4,3910,1
4,331,7
4,4428,5
4,337,5
4,2515,5
4,2776,2
4,986,1
4,4955,7
4,4704,6
4,3426,10
4,2021,4
4,1254,4
4,2535,8
4,1387,1
4,2284,1
4,1005,4
4,1518,6
4,2415,2
4,4337,7
4,114,5
4,4471,9
4,632,10
4,1401,4
4,1151,7
5,2054,6
5,4103,4
5,11,1
5,4115,8
5,2072,7
5,2085,9
5,2086,7
5,38,6
5,39,7
5,4138,6
5,4139,10
5,45,3
5,48,8
5,4146,10
5,4155,5
5,2110,10
5,4159,7
5,4162,2
5,2121,3
5,4172,10
5,2125,5
5,2129,4
5,84,7
5,2136,4
5,2139,2
5,93,2
5,2142,10
5,2144,5
5,97,4
5,4197,8
5,2153,7
5,2156,10
5,2158,4
5,2162,2
5,120,3
5,124,9
5,2172,8
5,4224,5
5,2178,6
5,135,9
5,138,3
5,140,1
5,4242,4
5,2196,6
5,4255,2
5,4259,1
5,4263,2
5,168,4
5,169,2
5,172,2
5,2226,8
5,189,4
5,4298,3
5,2251,6
5,4301,8
5,2253,3
5,2264,9
5,2276,3
5,2278,1
5,4329,5
5,2285,8
5,4335,7
5,2293,4
5,2295,6
5,249,6
5,252,2
5,258,7
5,260,10
5,4357,7
5,267,9
5,2316,1
5,276,6
5,279,10
5,2330,2
5,2335,2
5,4387,1
5,292,7
5,2346,2
5,301,8
5,4403,8
5,308,2
5,2360,3
5,313,4
5,316,7
5,318,1
5,4421,3
5,4424,6
5,2377,3
5,330,6
5,332,9
5,4431,8
5,4434,8
5,341,5
5,4439,6
5,4451,9
5,4457,9
5,4468,9
5,4475,5
5,2428,7
5,381,8
5,384,3
5,2433,4
5,388,7
5,389,5
5,4486,9
5,4490,10
5,2443,3
5,401,3
5,414,1
5,417,7
5,419,3
5,420,3
5,2476,6
5,428,5
5,4527,4
5,2480,3
5,445,1
5,447,6
5,449,2
5,4546,5
5,4550,1
5,2504,5
5,457,3
5,462,4
5,466,7
5,2514,9
5,4563,10
5,2517,10
5,4565,8
5,2544,6
5,2548,9
5,510,2
5,2559,4
5,513,6
5,4613,7
5,517,1
5,2570,8
5,2571,2
5,525,2
5,526,6
5,4622,6
5,529,9
5,4631,4
5,538,4
5,4634,2
5,2586,6
5,2589,1
5,540,7
5,542,9
5,2593,6
5,2597,5
5,551,7
5,2601,9
5,2604,7
5,4652,5
5,2610,8
5,4665,4
5,2619,8
5,2631,7
5,2633,4
5,2637,4
5,592,10
5,597,1
5,4701,5
5,607,3
5,4705,9
5,2661,7
5,613,5
5,4717,1
5,2670,2
5,2671,9
5,623,6
5,4719,9
5,629,5
5,2678,4
5,633,7
5,4736,9
5,2694,7
5,4747,1
5,653,4
5,662,3
5,665,9
5,2718,6
5,671,2
5,673,3
5,674,6
5,677,4
5,2732,6
5,2735,5
5,2742,7
5,4800,7
5,2755,7
5,2768,5
5,2769,3
5,2778,6
5,4826,7
5,4829,3
5,2785,10
5,2787,7
5,2789,5
5,743,4
5,749,3
5,4846,9
5,2798,6
5,4849,2
5,755,9
5,2805,1
5,4857,8
5,764,7
5,4863,5
5,4879,2
5,4885,5
5,4886,10
5,4889,10
5,4891,2
5,2846,9
5,4895,7
5,2850,5
5,2851,6
5,4898,3
5,805,4
5,2854,2
5,4902,3
5,4900,6
5,2862,10
5,815,2
5,2866,1
5,822,7
5,2875,9
5,4930,6
5,836,8
5,2889,5
5,842,1
5,2892,8
5,4942,3
5,4947,10
5,2899,4
5,2904,9
5,858,4
5,4967,1
5,872,2
5,2926,7
5,4976,10
5,4977,5
5,2946,8
5,2951,7
5,905,5
5,2957,5
5,2959,5
5,915,1
5,917,9
5,2965,10
5,2969,3
5,2971,10
5,933,5
5,934,6
5,2990,6
5,945,8
5,3001,8
5,954,10
5,956,3
5,958,6
5,3011,1
5,964,4
5,3015,3
5,974,3
5,3024,9
5,3029,10
5,3033,6
5,985,3
5,1003,9
5,3052,2
5,1005,9
5,1013,8
5,1020,1
5,1023,1
5,3090,9
5,1043,1
5,3099,2
5,1052,9
5,1054,9
5,3111,1
5,1070,2
5,3125,8
5,1087,1
5,1088,9
5,1089,2
5,1091,7
5,1093,5
5,1097,1
5,1098,5
5,1107,9
5,1123,6
5,1124,5
5,1130,2
5,1141,7
5,3195,10
5,3197,3
5,3198,4
5,3204,8
5,1164,4
5,3218,7
5,1171,7
5,1196,10
5,3246,3
5,3252,4
5,3253,3
5,3265,1
5,3267,2
5,1222,5
5,1231,6
5,3280,9
5,1237,4
5,1241,1
5,1242,4
5,1243,1
5,3297,9
5,3302,5
5,3306,2
5,3311,9
5,3314,9
5,3322,2
5,3324,1
5,3326,7
5,1286,5
5,3341,2
5,3344,6
5,1297,7
5,3354,7
5,1307,5
5,1327,3
5,1328,6
5,1329,3
5,1330,2
5,3379,2
5,3377,8
5,3381,1
5,3397,2
5,1357,7
5,3412,2
5,3427,3
5,1385,3
5,3443,9
5,1397,6
5,3453,10
5,3454,8
5,1408,8
5,3459,7
5,1411,2
5,1415,10
5,1420,5
5,3469,3
5,1423,2
5,1425,1
5,1427,6
5,3480,7
5,3482,6
5,3493,9
5,1455,10
5,3505,6
5,1458,7
5,1459,3
5,3516,10
5,3528,10
5,1483,7
5,3535,8
5,3540,3
5,1498,9
5,3554,8
5,1514,1
5,3563,2
5,3566,8
5,1519,6
5,1523,1
5,3571,4
5,1527,7
5,1528,5
5,3580,9
5,1540,10
5,3592,2
5,1550,4
5,1564,6
5,3616,1
5,1570,4
5,1571,9
5,1574,9
5,3639,6
5,3657,7
5,3662,3
5,3668,7
5,3679,10
5,3691,1
5,1665,4
5,3715,3
5,1672,6
5,3725,8
5,1677,2
5,3733,10
5,3742,5
5,1699,4
5,1700,3
5,1706,1
5,3755,4
5,1710,6
5,1714,4
5,1716,9
5,1721,9
5,3770,4
5,1730,10
5,1739,7
5,3792,4
5,3793,8
5,3797,9
5,1752,3
5,3812,8
5,1769,2
5,3829,7
5,1794,1
5,1801,7
5,1803,10
5,1809,6
5,3862,8
5,3874,1
5,3889,9
5,3908,2
5,3915,1
5,3918,3
5,3926,3
5,1888,5
5,1893,4
5,3943,2
5,3949,4
5,1904,8
5,3954,7
5,3963,7
5,1916,6
5,1925,10
5,1926,10
5,3977,7
5,3994,2
5,1954,3
5,4004,4
5,1958,10
5,1965,8
5,1970,1
5,1971,1
5,4030,2
5,4041,9
5,4042,4
5,4043,1
5,4072,9
5,2026,3
5,2028,3
5,2029,5
5,2034,4
5,4084,7
5,4090,10
6,10,2
6,3600,7
6,2577,2
6,3088,9
6,1048,5
6,3617,3
6,2614,4
6,58,8
6,2116,9
6,2654,7
6,1636,3
6,1644,8
6,4721,4
6,1659,6
6,3707,7
6,1661,5
6,1660,9
6,1664,4
6,4225,5
6,642,2
6,3203,2
6,653,6
6,3730,1
6,3735,3
6,1704,6
6,4776,6
6,3756,8
6,2222,3
6,702,1
6,2752,3
6,2753,9
6,1218,6
6,2244,1
6,3270,3
6,4295,8
6,714,2
6,1235,7
6,1241,5
6,1250,1
6,1252,1
6,1257,3
6,2800,8
6,1783,3
6,250,9
6,1791,4
6,1279,4
6,769,10
6,3840,1
6,4868,5
6,260,1
6,4360,5
6,3858,10
6,3351,7
6,2841,9
6,3871,7
6,291,10
6,3379,1
6,2867,7
6,3899,4
6,317,9
6,4927,8
6,833,4
6,1347,1
6,838,1
6,3399,9
6,2891,4
6,2896,2
6,852,1
6,853,7
6,343,5
6,1367,3
6,4953,7
6,4445,9
6,2913,9
6,868,10
6,869,7
6,2923,4
6,365,6
6,4464,5
6,1905,10
6,2421,4
6,1397,6
6,2437,10
6,4486,7
6,2440,9
6,3465,3
6,1940,9
6,917,5
6,1433,7
6,4505,3
6,1440,1
6,928,5
6,418,6
6,2982,6
6,1448,1
6,3504,5
6,3505,7
6,4017,2
6,956,4
6,4054,5
6,2011,5
6,2033,2
6,501,10
6,1016,10
6,3068,9
6,509,7
6,4094,1
7,2049,2
7,4098,1
7,2,10
7,2052,3
7,4103,4
7,2065,3
7,2066,9
7,19,3
7,21,1
7,22,6
7,2072,10
7,2078,3
7,33,5
7,2085,2
7,44,5
7,4146,8
7,2099,9
7,2100,5
7,2101,1
7,4155,8
7,4157,8
7,4160,4
7,70,9
7,2122,3
7,2123,6
7,79,6
7,80,1
7,81,9
7,4178,2
7,2130,2
7,88,3
7,2138,10
7,101,8
7,4201,10
7,106,6
7,108,6
7,109,1
7,114,1
7,115,6
7,4212,1
7,4214,5
7,4224,9
7,2192,3
7,2194,3
7,4244,9
7,4245,4
7,2200,7
7,2202,9
7,4258,10
7,163,7
7,4268,6
7,2225,9
7,2240,2
7,2247,2
7,199,5
7,223,5
7,2275,6
7,2276,2
7,2292,4
7,4360,4
7,269,7
7,272,6
7,4375,3
7,2327,5
7,284,6
7,2334,8
7,4383,1
7,4384,6
7,286,4
7,2340,8
7,2341,7
7,2347,2
7,2349,9
7,2355,6
7,2359,8
7,2361,2
7,2372,7
7,331,2
7,4440,6
7,352,6
7,2401,10
7,2403,8
7,356,7
7,355,5
7,2411,7
7,4460,8
7,4459,1
7,2415,1
7,368,10
7,2419,3
7,4470,7
7,379,9
7,2440,7
7,2443,5
7,4492,4
7,400,3
7,406,4
7,407,8
7,2455,5
7,2464,4
7,2466,7
7,425,6
7,4522,1
7,4523,4
7,2474,10
7,433,10
7,2500,10
7,452,1
7,4550,3
7,2504,7
7,2505,9
7,458,2
7,457,10
7,4552,9
7,463,10
7,475,6
7,2525,5
7,4583,3
7,4584,10
7,2536,3
7,2535,5
7,495,9
7,503,5
7,504,4
7,2557,8
7,521,6
7,522,10
7,4618,3
7,4625,9
7,533,2
7,4638,4
7,2591,5
7,543,3
7,4641,2
7,2602,9
7,554,10
7,567,1
7,575,10
7,2626,1
7,2635,6
7,594,4
7,4693,9
7,2647,4
7,602,10
7,609,3
7,4705,9
7,4713,2
7,2666,7
7,624,1
7,4723,5
7,4726,9
7,4729,1
7,641,10
7,2690,5
7,2695,5
7,4743,9
7,4746,9
7,2707,3
7,4756,9
7,2710,7
7,662,10
7,2712,10
7,2739,10
7,4790,1
7,694,1
7,4807,7
7,4809,6
7,2774,4
7,728,4
7,4825,4
7,4830,10
7,739,9
7,742,1
7,744,8
7,2794,8
7,751,2
7,2801,7
7,2803,7
7,2806,8
7,2814,2
7,770,1
7,4868,4
7,4872,6
7,2828,10
7,781,10
7,4877,1
7,789,5
7,804,5
7,4907,10
7,4910,8
7,819,8
7,4926,6
7,4932,1
7,4933,3
7,842,4
7,4946,9
7,854,1
7,4951,9
7,2923,10
7,4973,2
7,2935,1
7,2937,3
7,4986,4
7,2939,10
7,2941,2
7,4991,7
7,4999,3
7,2959,10
7,2970,2
7,926,4
7,2987,4
7,2990,10
7,2991,5
7,2993,8
7,2995,1
7,3001,9
7,3008,8
7,3016,6
7,980,8
7,3042,2
7,3045,9
7,1005,2
7,1011,9
7,1016,2
7,3070,8
7,1029,6
7,1050,6
7,3101,6
7,3112,10
7,3120,6
7,1079,1
7,1084,6
7,1085,8
7,1086,7
7,1102,10
7,1120,8
7,1126,3
7,1130,7
7,3181,3
7,1138,6
7,1148,9
7,3196,3
7,1157,7
7,3205,7
7,1164,6
7,1166,3
7,3215,1
7,3221,5
7,1174,8
7,3237,3
7,3245,6
7,1207,9
7,3256,5
7,1223,7
7,3276,1
7,3280,7
7,3290,3
7,1248,1
7,3297,10
7,1258,7
7,3313,2
7,3325,7
7,3337,7
7,3347,7
7,1302,3
7,1308,8
7,3361,6
7,3363,9
7,1323,8
7,3373,8
7,3384,8
7,1338,9
7,3396,4
7,1361,2
7,3415,4
7,3424,2
7,1378,6
7,3430,7
7,1387,8
7,1397,7
7,3446,8
7,1400,2
7,3449,9
7,3451,6
7,3456,9
7,3457,10
7,1421,10
7,3471,3
7,3479,9
7,1434,7
7,3486,1
7,1452,2
7,1459,4
7,3508,6
7,3507,8
7,1462,10
7,3532,9
7,3538,3
7,3543,2
7,3550,2
7,1517,6
7,1518,4
7,1520,5
7,3586,3
7,1540,3
7,1566,8
7,1567,4
7,3635,10
7,3639,8
7,1597,1
7,3650,8
7,1614,4
7,3668,10
7,1628,7
7,1635,4
7,3690,1
7,1643,2
7,1649,1
7,3698,6
7,3712,2
7,3713,1
7,1667,2
7,3718,3
7,1678,4
7,3743,7
7,3746,5
7,3756,10
7,1718,7
7,1727,10
7,1732,6
7,1740,1
7,1742,5
7,3807,5
7,3816,6
7,1776,5
7,3830,4
7,1785,10
7,1794,2
7,1799,3
7,1806,2
7,3863,1
7,1824,5
7,3879,8
7,1833,6
7,3885,6
7,3889,1
7,1844,5
7,3897,5
7,3902,2
7,1856,9
7,3905,2
7,3910,3
7,1862,10
7,1869,10
7,3938,8
7,1896,5
7,3953,8
7,1910,8
7,1917,5
7,3973,3
7,3995,9
7,3996,5
7,1952,2
7,1955,1
7,1957,1
7,1961,5
7,4010,8
7,4012,6
7,1966,1
7,4016,2
7,4018,3
7,4020,10
7,1976,5
7,1978,8
7,1998,10
7,2004,1
7,4054,8
7,4059,4
7,4074,1
7,2031,8
7,2047,9
8,2054,3
8,9,8
8,2063,7
8,22,5
8,23,6
8,4121,7
8,2085,10
8,4147,9
8,58,2
8,2117,2
8,2125,5
8,2126,5
8,83,7
8,4183,6
8,90,9
8,91,6
8,2143,1
8,98,1
8,4194,10
8,101,6
8,2154,5
8,4202,9
8,2157,7
8,2165,9
8,2175,2
8,136,9
8,4235,7
8,140,2
8,2188,8
8,139,4
8,2192,10
8,2196,5
8,2202,5
8,2203,1
8,2208,4
8,2212,9
8,4263,6
8,167,10
8,4266,1
8,173,5
8,2222,5
8,2230,1
8,184,4
8,2242,4
8,199,9
8,204,5
8,2255,6
8,4310,3
8,217,3
8,226,3
8,230,3
8,2282,1
8,4340,4
8,248,4
8,250,9
8,4349,3
8,4350,9
8,261,3
8,4369,2
8,2322,4
8,280,7
8,2332,6
8,2333,4
8,302,7
8,303,1
8,2356,4
8,4404,9
8,308,3
8,2372,10
8,4428,8
8,2383,5
8,335,4
8,347,9
8,2396,5
8,4445,2
8,351,5
8,4447,2
8,355,6
8,2408,9
8,364,9
8,370,5
8,4466,9
8,2422,3
8,2428,7
8,4487,7
8,393,10
8,4490,10
8,395,3
8,400,5
8,4497,4
8,4502,6
8,2455,9
8,411,5
8,4507,1
8,2466,5
8,4514,9
8,4516,10
8,2475,4
8,4529,5
8,438,7
8,442,10
8,464,5
8,2520,10
8,2524,9
8,479,7
8,4575,5
8,2531,8
8,497,6
8,4595,10
8,2552,5
8,2561,3
8,2566,5
8,4624,10
8,4630,9
8,538,4
8,544,1
8,2596,2
8,2604,3
8,2607,3
8,2608,9
8,560,5
8,4665,9
8,2621,6
8,578,7
8,586,5
8,4684,2
8,2643,10
8,596,4
8,600,6
8,2655,4
8,608,7
8,614,1
8,2663,6
8,4715,10
8,2668,10
8,4716,5
8,4722,1
8,4723,9
8,4728,5
8,2686,7
8,2698,6
8,651,6
8,655,1
8,4755,5
8,2714,7
8,676,6
8,677,4
8,4782,3
8,687,2
8,4785,5
8,2739,5
8,4790,10
8,2747,9
8,701,7
8,4802,4
8,707,4
8,4803,5
8,2760,5
8,733,7
8,4833,10
8,4840,6
8,2799,3
8,2803,5
8,2806,2
8,4857,1
8,768,10
8,2834,10
8,799,4
8,2856,4
8,4906,7
8,2865,7
8,827,4
8,2882,3
8,4935,4
8,841,2
8,4946,2
8,2898,6
8,4953,2
8,2908,4
8,2909,4
8,2916,6
8,4965,9
8,2918,5
8,2922,10
8,4972,10
8,877,6
8,2930,2
8,2935,6
8,2940,2
8,895,1
8,4992,4
8,2948,3
8,903,2
8,2954,7
8,907,3
8,2965,9
8,921,3
8,2972,8
8,924,7
8,2977,5
8,2980,4
8,2994,3
8,2995,2
8,2997,6
8,3000,6
8,3002,5
8,969,4
8,3029,8
8,3034,9
8,3038,5
8,3058,10
8,3059,8
8,1013,9
8,3067,9
8,1023,5
8,3077,2
8,1034,9
8,1035,3
8,1039,7
8,1040,6
8,3089,9
8,3097,8
8,1050,7
8,1062,7
8,3115,6
8,1071,5
8,3120,6
8,3123,3
8,1083,6
8,1084,9
8,1089,3
8,1094,2
8,1096,8
8,1109,1
8,3164,6
8,3165,3
8,3174,10
8,3175,6
8,3180,1
8,1142,6
8,3213,5
8,1174,4
8,3224,4
8,1181,10
8,3229,4
8,3236,2
8,3240,4
8,3242,9
8,3255,3
8,3260,9
8,3266,7
8,1228,9
8,1239,6
8,3300,10
8,1256,4
8,3312,8
8,3315,7
8,3324,9
8,3327,10
8,3330,7
8,1289,3
8,3338,5
8,1296,1
8,1304,6
8,3375,10
8,3376,1
8,3380,2
8,1336,10
8,3398,10
8,1359,4
8,1360,10
8,1366,7
8,3421,7
8,3422,3
8,1379,7
8,1409,3
8,3462,10
8,3465,4
8,1418,10
8,3468,3
8,3470,5
8,3472,2
8,3482,4
8,3490,2
8,1446,10
8,1448,3
8,3497,7
8,3503,3
8,1461,5
8,1475,1
8,3523,6
8,3550,6
8,3553,5
8,3566,10
8,1522,4
8,1524,4
8,3583,3
8,3592,4
8,3611,9
8,3618,10
8,3619,4
8,3633,1
8,1586,4
8,1585,8
8,3636,10
8,1588,8
8,3645,5
8,1603,2
8,3660,1
8,3664,4
8,1621,1
8,3670,10
8,3675,6
8,3680,10
8,1638,3
8,3702,9
8,3714,1
8,1683,6
8,1688,4
8,3737,5
8,1693,4
8,3744,3
8,1697,6
8,1710,8
8,1714,10
8,1723,3
8,3771,9
8,1735,4
8,3786,7
8,1763,2
8,3816,4
8,3823,7
8,1783,3
8,1790,1
8,1816,5
8,3869,9
8,1845,9
8,3898,7
8,1852,8
8,3902,5
8,3903,7
8,3920,9
8,3947,9
8,1915,3
8,1917,6
8,3967,7
8,1921,3
8,3974,8
8,1933,5
8,1936,5
8,3989,1
8,3994,2
8,1952,4
8,4019,10
8,1982,10
8,1984,6
8,1986,5
8,1991,9
8,1996,1
8,4058,9
8,2010,1
8,4064,4
8,4075,4
8,4083,3
8,2042,4
9,4739,7
9,4804,5
9,3046,7
9,2345,5
9,2606,8
9,2257,1
9,1458,9
9,3379,9
9,1176,10
9,2040,3
9,4251,9
10,1,4
10,2056,4
10,4105,4
10,4113,4
10,19,9
10,4117,2
10,4118,1
10,2073,10
10,26,1
10,2075,5
10,28,9
10,4125,7
10,4129,9
10,34,2
10,2081,4
10,35,3
10,40,5
10,4138,5
10,42,7
10,45,1
10,48,5
10,4145,3
10,59,3
10,4166,6
10,2120,7
10,85,10
10,2136,3
10,2138,8
10,91,3
10,4186,10
10,2143,7
10,4196,1
10,2149,8
10,4199,1
10,109,3
10,2160,4
10,115,7
10,2176,8
10,2178,3
10,132,8
10,142,10
10,2193,1
10,155,5
10,2208,3
10,4258,8
10,2214,2
10,2224,5
10,4275,8
10,4283,10
10,4296,7
10,201,7
10,203,3
10,209,4
10,2260,9
10,4310,7
10,2271,7
10,2274,3
10,4323,8
10,2277,8
10,232,5
10,2287,7
10,241,8
10,4338,7
10,4343,9
10,247,4
10,249,1
10,4348,2
10,253,8
10,4356,3
10,2314,7
10,4363,9
10,267,10
10,4366,9
10,270,9
10,2320,8
10,2328,6
10,2332,1
10,4381,5
10,4383,6
10,287,7
10,4394,7
10,304,5
10,312,3
10,4410,6
10,4419,8
10,326,2
10,4423,1
10,330,3
10,4431,5
10,339,4
10,2388,8
10,2392,9
10,4447,2
10,2404,9
10,4452,3
10,358,3
10,356,6
10,2410,9
10,4465,3
10,2420,1
10,2426,8
10,378,10
10,4495,6
10,4498,8
10,4499,6
10,413,3
10,2462,2
10,423,3
10,425,9
10,435,10
10,437,7
10,2496,3
10,450,9
10,2498,8
10,452,9
10,451,10
10,4552,10
10,2508,5
10,465,1
10,470,9
10,2519,2
10,4579,4
10,485,7
10,4589,8
10,495,5
10,2544,8
10,2545,3
10,500,4
10,502,2
10,2552,5
10,2559,6
10,512,10
10,2563,8
10,2582,4
10,4643,4
10,2597,7
10,2608,2
10,4660,3
10,4661,9
10,4666,6
10,2618,10
10,2635,6
10,4683,6
10,4685,10
10,591,3
10,2642,2
10,2649,4
10,2656,3
10,2658,10
10,612,7
10,4708,2
10,618,10
10,2667,5
10,2669,6
10,628,1
10,4725,6
10,629,10
10,2684,4
10,637,4
10,2686,2
10,4733,7
10,2692,3
10,646,4
10,2696,2
10,649,3
10,650,9
10,4753,5
10,4766,6
10,2738,6
10,2739,3
10,695,5
10,701,10
10,4804,3
10,708,2
10,710,9
10,2769,6
10,2772,9
10,727,4
10,4825,4
10,2778,4
10,4827,9
10,2780,8
10,734,10
10,4834,4
10,2792,4
10,750,10
10,4856,5
10,2808,6
10,2815,1
10,4864,10
10,2818,10
10,771,4
10,4871,10
10,4874,8
10,2829,4
10,4879,8
10,788,5
10,4893,4
10,798,4
10,4901,7
10,2859,7
10,820,8
10,821,2
10,4922,3
10,829,3
10,4936,2
10,842,2
10,2890,5
10,4940,1
10,852,8
10,4963,9
10,870,9
10,871,7
10,4974,8
10,880,3
10,4976,5
10,886,8
10,895,10
10,905,9
10,906,3
10,2955,8
10,2957,3
10,912,3
10,919,6
10,2985,4
10,940,7
10,951,5
10,3000,1
10,3012,5
10,966,6
10,970,9
10,987,3
10,1005,9
10,3058,1
10,3066,5
10,3099,9
10,1064,9
